掩膜来源,样本名,代表条件,人工株高,虚拟株高,株高MAE,株高偏差,人工冠幅,虚拟冠幅,冠幅MAE,冠幅偏差,人工叶长,虚拟叶长,叶长MAE,叶长偏差,人工叶宽,虚拟叶宽,叶宽MAE,叶宽偏差,组内R2,组内MAPE,HD95像素,边界F分数,外部非黑比例,泄漏能量,备注
RAP-FSAM3-v2/ForeSplat完整流程,21株10品种汇总,人工-虚拟表型验证；非多掩膜来源横向,16.2619,16.8390,0.9848,0.5771,22.2952,22.9362,0.8648,0.6410,7.2481,7.5614,0.5063,0.3133,4.6848,5.0673,0.4502,0.3825,株高=0.9878;冠幅=0.9879;叶长=0.9738;叶宽=0.8999,株高=6.9064;冠幅=4.5000;叶长=7.4491;叶宽=9.7256,KongQueZhuYu_GT5=83.76;XianKeLai1_GT1=172.34,KongQueZhuYu_GT5=0.4320;XianKeLai1_GT1=0.4300,KongQueZhuYu_GT5=0.002013;XianKeLai1_GT1=0.001372,KongQueZhuYu_GT5=0.001455;XianKeLai1_GT1=0.001109,来自植株数据.xlsx；叶宽MAPE最高，支持边界敏感性判断；

